route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,route_variant
01250425-LE,20250324,20250324-LE-9338,LE - Durham College Oshawa GO,,0,03A,UNOS,1,1,
01250425-GT,20250324,20250324-GT-3416,KI - Union Station,,1,50A,MOUN,1,1,
01250425-LW,20250324,20250324-LW-1019,LW - Aldershot GO,,0,23A,UNAL,1,1,
01250425-LE,20250324,20250324-LE-9334,LE - Durham College Oshawa GO,,0,23A,UNOS,1,1,
01250425-MI,20250324,20250324-MI-2731,MI - Milton GO,,0,01P,UNML,1,2,
01250425-ST,20250324,20250324-ST-7709,ST - Union Station,,1,47A,LIUN,1,2,
01250425-GT,20250324,20250324-GT-3923,KI - Kitchener GO,,0,02P,UNKI,1,2,
01250425-LE,20250324,20250324-LE-9332,LE - Durham College Oshawa GO,,0,21A,UNOS,1,1,
01250425-BR,20250324,20250324-BR-6936,BR - Union Station,,1,54P,ADUN,1,1,
01250425-BR,20250324,20250324-BR-6808,BR - Union Station,,1,65A,ADUN,1,2,
01250425-LE,20250324,20250324-LE-9211,LE - Union Station,,1,03A,OSUN,1,1,
01250425-GT,20250324,20250324-GT-3037,KI - Bramalea GO,,0,44P,UNBE,1,1,
01250425-LE,20250324,20250324-LE-9217,LE - Union Station,,1,22A,OSUN,1,1,
01250425-LW,20250324,20250324-LW-1110,LW - Union Station,,1,14A,OAUN,1,2,
01250425-GT,20250324,20250324-GT-3209,KI - Bramalea GO,,0,47A,UNBE,1,1,
01250425-LW,20250324,20250324-LW-1127,LW - Oakville GO,,0,67P,UNOA,1,2,
01250425-LW,20250324,20250324-LW-1717,LW - West Harbour GO,,0,22A,UNWR,1,1,
01250425-GT,20250324,20250324-GT-3031,KI - Bramalea GO,,0,63P,UNBE,1,1,
01250425-ST,20250324,20250324-ST-7420,ST - Mount Joy GO,,0,52P,UNMJ,1,1,
01250425-LW,20250324,20250324-LW-1756,LW - Union Station,,1,14A,WRUN,1,2,
01250425-LW,20250324,20250324-LW-X1987,LW - Niagara Falls GO,,0,12P,UNNI,1,1,
01250425-LW,20250324,20250324-LW-1873,LW - Hamilton GO Centre,,0,11A,UNHA,1,2,
01250425-LW,20250324,20250324-LW-1875,LW - Hamilton GO Centre,,0,04P,UNHA,1,2,
01250425-GT,20250324,20250324-GT-3604,KI - Union Station,,1,51A,GEUN,1,1,
01250425-MI,20250324,20250324-MI-2714,MI - Union Station,,1,33A,MLUN,1,2,
01250425-MI,20250324,20250324-MI-2712,MI - Union Station,,1,32A,MLUN,1,2,
01250425-LW,20250324,20250324-LW-1006,LW - Union Station,,1,03A,ALUN,1,2,
01250425-GT,20250324,20250324-GT-3336,KI - Union Station,,1,67P,BEUN,1,1,
01250425-MI,20250324,20250324-MI-2723,MI - Milton GO,,0,07A,UNML,1,2,
01250425-ST,20250324,20250324-ST-7437,ST - Union Station,,1,40P,MJUN,1,1,
01250425-LE,20250324,20250324-LE-9239,LE - Union Station,,1,22A,OSUN,1,1,
01250425-ST,20250324,20250324-ST-7640,ST - Old Elm GO,,0,44P,UNLI,1,1,
01250425-LE,20250324,20250324-LE-9031,LE - Union Station,,1,25A,OSUN,1,1,
01250425-LW,20250324,20250324-LW-1977,LW - Niagara Falls GO,,0,20A,UNNI,1,2,
01250425-GT,20250324,20250324-GT-3829,KI - Kitchener GO,,0,62P,UNKI,1,2,
01250425-BR,20250324,20250324-BR-6912,BR - Union Station,,1,68A,ADUN,1,1,
01250425-LE,20250324,20250324-LE-9204,LE - Durham College Oshawa GO,,0,12A,UNOS,1,1,
01250425-BR,20250324,20250324-BR-6318,BR - Union Station,,1,48A,AUUN,1,1,
01250425-LW,20250324,20250324-LW-1735,LW - West Harbour GO,,0,55P,UNWR,1,1,
01250425-GT,20250324,20250324-GT-3019,KI - Bramalea GO,,0,67P,UNBE,1,1,
01250425-LE,20250324,20250324-LE-9009,LE - Union Station,,1,25A,OSUN,1,2,
01250425-LW,20250324,20250324-LW-1733,LW - West Harbour GO,,0,03A,UNWR,1,1,
01250425-LW,20250324,20250324-LW-1017,LW - Aldershot GO,,0,21A,UNAL,1,1,
01250425-GT,20250324,20250324-GT-3818,KI - Union Station,,1,49A,KIUN,1,1,
01250425-BR,20250324,20250324-BR-6322,BR - Union Station,,1,50A,AUUN,1,1,
01250425-LE,20250324,20250324-LE-9330,LE - Durham College Oshawa GO,,0,35P,UNOS,1,1,
01250425-GT,20250324,20250324-GT-3414,KI - Union Station,,1,52P,MOUN,1,1,
01250425-LE,20250324,20250324-LE-9336,LE - Durham College Oshawa GO,,0,26A,UNOS,1,1,
01250425-BR,20250324,20250324-BR-6329,BR - Aurora GO,,0,60P,UNAU,1,1,
01250425-LW,20250324,20250324-LW-1011,LW - Aldershot GO,,0,27A,UNAL,1,1,
01250425-MI,20250324,20250324-MI-2735,MI - Milton GO,,0,19P,UNML,1,2,
01250425-LW,20250324,20250324-LW-1856,LW - Union Station,,1,17A,HAUN,1,2,
01250425-GT,20250324,20250324-GT-3318,KI - Union Station,,1,52P,BEUN,1,1,
01250425-GT,20250324,20250324-GT-3110,KI - Union Station,,1,24A,BEUN,1,2,
01250425-LE,20250324,20250324-LE-9215,LE - Union Station,,1,20A,OSUN,1,1,
01250425-LW,20250324,20250324-LW-1860,LW - Union Station,,1,19A,HAUN,1,2,
01250425-GT,20250324,20250324-GT-3960,KI - Union Station,,1,56A,KIUN,1,1,
01250425-LW,20250324,20250324-LW-1028,LW - Union Station,,1,03A,ALUN,1,1,
01250425-ST,20250324,20250324-ST-7707,ST - Union Station,,1,45A,LIUN,1,2,
01250425-LW,20250324,20250324-LW-1728,LW - Union Station,,1,18P,WRUN,1,1,
01250425-BR,20250324,20250324-BR-6334,BR - Union Station,,1,44P,AUUN,1,1,
01250425-GT,20250324,20250324-GT-3033,KI - Bramalea GO,,0,50P,UNBE,1,1,
01250425-LE,20250324,20250324-LE-9213,LE - Union Station,,1,07A,OSUN,1,1,
01250425-GT,20250324,20250324-GT-3035,KI - Bramalea GO,,0,67P,UNBE,1,1,
01250425-GT,20250324,20250324-GT-3207,KI - Bramalea GO,,0,08A,UNBE,1,1,
01250425-BR,20250324,20250324-BR-6332,BR - Union Station,,1,60P,AUUN,1,1,
01250425-BR,20250324,20250324-BR-6935,BR - Allandale Waterfront GO,,0,68P,UNAD,1,1,
01250425-LW,20250324,20250324-LW-1327,LW - Oakville GO,,0,12P,UNOA,1,2,
01250425-LE,20250324,20250324-LE-9226,LE - Durham College Oshawa GO,,0,33P,UNOS,1,2,
01250425-LW,20250324,20250324-LW-1039,LW - Aldershot GO,,0,21A,UNAL,1,1,
01250425-GT,20250324,20250324-GT-3334,KI - Union Station,,1,50P,BEUN,1,1,
01250425-BR,20250324,20250324-BR-6825,BR - Allandale Waterfront GO,,0,05P,UNAD,1,2,
01250425-RH,20250324,20250324-RH-5010,RH - Union Station,,1,43A,BMUN,1,2,
01250425-LE,20250324,20250324-LE-9128,LE - Durham College Oshawa GO,,0,03A,UNOS,1,2,
01250425-LW,20250324,20250324-LW-1004,LW - Union Station,,1,01A,ALUN,1,1,
01250425-LE,20250324,20250324-LE-9122,LE - Durham College Oshawa GO,,0,21A,UNOS,1,1,
01250425-LW,20250324,20250324-LW-1041,LW - Aldershot GO,,0,23A,UNAL,1,1,
01250425-LE,20250324,20250324-LE-9124,LE - Durham College Oshawa GO,,0,23A,UNOS,1,2,
01250425-GT,20250324,20250324-GT-3332,KI - Union Station,,1,63P,BEUN,1,1,
01250425-MI,20250324,20250324-MI-2727,MI - Milton GO,,0,58P,UNML,1,2,
01250425-GT,20250324,20250324-GT-3935,KI - Kitchener GO,,0,53P,UNKI,1,1,
01250425-ST,20250324,20250324-ST-7435,ST - Union Station,,1,12P,MJUN,1,1,
01250425-GT,20250324,20250324-GT-3539,KI - Mount Pleasant GO,,0,63P,UNMO,1,1,
01250425-LE,20250324,20250324-LE-9231,LE - Union Station,,1,26A,OSUN,1,1,
01250425-GT,20250324,20250324-GT-3017,KI - Bramalea GO,,0,52P,UNBE,1,1,
01250425-LE,20250324,20250324-LE-9007,LE - Union Station,,1,22A,OSUN,1,2,
01250425-LW,20250324,20250324-LW-1704,LW - Union Station,,1,12A,WRUN,1,2,
01250425-LE,20250324,20250324-LE-9237,LE - Union Station,,1,65P,OSUN,1,1,
01250425-BR,20250324,20250324-BR-6910,BR - Union Station,,1,67A,ADUN,1,1,
01250425-LW,20250324,20250324-LW-1709,LW - West Harbour GO,,0,26A,UNWR,1,1,
01250425-LW,20250324,20250324-LW-1737,LW - West Harbour GO,,0,65P,UNWR,1,1,
01250425-BR,20250324,20250324-BR-6927,BR - Allandale Waterfront GO,,0,54P,UNAD,1,2,
01250425-LW,20250324,20250324-LW-1108,LW - Union Station,,1,07A,OAUN,1,2,
01250425-BR,20250324,20250324-BR-6316,BR - Union Station,,1,57A,AUUN,1,1,
01250425-GT,20250324,20250324-GT-3011,KI - Bramalea GO,,0,48A,UNBE,1,1,
01250425-LW,20250324,20250324-LW-1013,LW - Aldershot GO,,0,11A,UNAL,1,1,
01250425-GT,20250324,20250324-GT-3824,KI - Union Station,,1,47A,KIUN,1,1,
01250425-LW,20250324,20250324-LW-1015,LW - Aldershot GO,,0,16A,UNAL,1,1,
01250425-GT,20250324,20250324-GT-3422,KI - Union Station,,1,39P,MOUN,1,1,
01250425-MI,20250324,20250324-MI-2737,MI - Milton GO,,0,37P,UNML,1,2,
01250425-LW,20250324,20250324-LW-1854,LW - Union Station,,1,16A,HAUN,1,2,
01250425-LW,20250324,20250324-LW-1026,LW - Union Station,,1,26A,ALUN,1,1,
01250425-ST,20250324,20250324-ST-7705,ST - Union Station,,1,44A,LIUN,1,1,
01250425-LW,20250324,20250324-LW-1258,LW - Union Station,,1,20A,ALUN,1,2,
01250425-BR,20250324,20250324-BR-6521,BR - Bradford GO,,0,61A,UNBD,1,1,
01250425-GT,20250324,20250324-GT-3316,KI - Union Station,,1,07A,BEUN,1,1,
01250425-ST,20250324,20250324-ST-7417,ST - Union Station,,1,47A,MJUN,1,1,
01250425-LE,20250324,20250324-LE-9109,LE - Union Station,,1,01A,OSUN,1,2,
01250425-GT,20250324,20250324-GT-3205,KI - Bramalea GO,,0,44A,UNBE,1,1,
01250425-LW,20250324,20250324-LW-1020,LW - Union Station,,1,16A,ALUN,1,1,
01250425-LW,20250324,20250324-LW-1720,LW - Union Station,,1,20A,WRUN,1,1,
01250425-BR,20250324,20250324-BR-6937,BR - Allandale Waterfront GO,,0,62P,UNAD,1,1,
01250425-LW,20250324,20250324-LW-1325,LW - Oakville GO,,0,48A,UNOA,1,2,
01250425-LE,20250324,20250324-LE-9224,LE - Durham College Oshawa GO,,0,47A,UNOS,1,2,
01250425-BR,20250324,20250324-BR-6606,BR - Union Station,,1,62A,ADUN,1,2,
01250425-LE,20250324,20250324-LE-9029,LE - Union Station,,1,22A,OSUN,1,1,
01250425-LE,20250324,20250324-LE-9010,LE - Durham College Oshawa GO,,0,20A,UNOS,1,1,
01250425-LW,20250324,20250324-LW-1726,LW - Union Station,,1,27A,WRUN,1,1,
01250425-LW,20250324,20250324-LW-1037,LW - Aldershot GO,,0,35P,UNAL,1,1,
01250425-ST,20250324,20250324-ST-7622,ST - Old Elm GO,,0,30P,UNLI,1,1,
01250425-LE,20250323,20250323-LE-9318,LE - Durham College Oshawa GO,,0,24A,,1,1,
01250425-LW,20250323,20250323-LW-1731,LW - West Harbour GO,,0,02A,UNWR,1,1,
01250425-BR,20250323,20250323-BR-6916,BR - Union Station,,1,06A,ADUN,1,1,
01250425-GT,20250323,20250323-GT-3422,KI - Union Station,,1,68P,MOUN,1,1,
01250425-GT,20250323,20250323-GT-3511,KI - Mount Pleasant GO,,0,52A,UNMO,1,1,
01250425-LE,20250323,20250323-LE-9233,LE - Pickering GO,,1,24A,,1,1,
01250425-GT,20250323,20250323-GT-3430,KI - Union Station,,1,52P,MOUN,1,1,
01250425-LE,20250323,20250323-LE-9334,LE - Durham College Oshawa GO,,0,20A,,1,1,
01250425-BR,20250323,20250323-BR-6921,BR - Allandale Waterfront GO,,0,62A,UNAD,1,1,
01250425-LW,20250323,20250323-LW-1329,LW - Oakville GO,,0,09A,UNOA,1,1,
01250425-LW,20250323,20250323-LW-1018,LW - Union Station,,1,13A,ALUN,1,1,
01250425-BR,20250323,20250323-BR-6937,BR - Allandale Waterfront GO,,0,61P,UNAD,1,1,
01250425-LW,20250323,20250323-LW-1012,LW - Union Station,,1,02A,ALUN,1,1,
01250425-LW,20250323,20250323-LW-1969,LW - Niagara Falls GO,,0,06A,UNNI,1,1,
01250425-LW,20250323,20250323-LW-1034,LW - Union Station,,1,12A,ALUN,1,1,
01250425-LW,20250323,20250323-LW-1331,LW - Oakville GO,,0,04A,UNOA,1,1,
01250425-BR,20250323,20250323-BR-6313,BR - Aurora GO,,0,08A,UNAU,1,1,
01250425-LW,20250323,20250323-LW-1021,LW - Aldershot GO,,0,02A,UNAL,1,1,
01250425-LW,20250323,20250323-LW-1714,LW - Union Station,,1,01A,WRUN,1,1,
01250425-LE,20250323,20250323-LE-9118,LE - Durham College Oshawa GO,,0,21A,,1,1,
01250425-LW,20250323,20250323-LW-1732,LW - Union Station,,1,01A,WRUN,1,1,
01250425-LE,20250323,20250323-LE-9308,LE - Durham College Oshawa GO,,0,21A,,1,1,
01250425-LE,20250323,20250323-LE-9132,LE - Durham College Oshawa GO,,0,20A,,1,1,
01250425-LW,20250323,20250323-LW-1337,LW - Oakville GO,,0,02A,UNOA,1,1,
01250425-LW,20250323,20250323-LW-1986,LW - Union Station,,1,05P,NIUN,1,1,
01250425-LW,20250323,20250323-LW-1721,LW - West Harbour GO,,0,14A,UNWR,1,1,
01250425-LE,20250323,20250323-LE-9223,LE - Pickering GO,,1,21A,,1,1,
01250425-LW,20250323,20250323-LW-1017,LW - Aldershot GO,,0,01A,UNAL,1,1,
01250425-GT,20250323,20250323-GT-3418,KI - Union Station,,1,09A,MOUN,1,1,
01250425-LE,20250323,20250323-LE-9134,LE - Durham College Oshawa GO,,0,24A,,1,1,
01250425-GT,20250323,20250323-GT-3535,KI - Mount Pleasant GO,,0,52P,UNMO,1,1,
01250425-GT,20250323,20250323-GT-3420,KI - Union Station,,1,04A,MOUN,1,1,
01250425-LE,20250323,20250323-LE-9324,LE - Durham College Oshawa GO,,0,24A,,1,1,
01250425-LE,20250323,20250323-LE-9310,LE - Durham College Oshawa GO,,0,20A,,1,1,
01250425-LW,20250323,20250323-LW-1713,LW - West Harbour GO,,0,02A,UNWR,1,1,
01250425-GT,20250323,20250323-GT-3412,KI - Union Station,,1,51A,MOUN,1,1,
01250425-BR,20250323,20250323-BR-6934,BR - Union Station,,1,68P,ADUN,1,1,
01250425-LE,20250323,20250323-LE-9215,LE - Pickering GO,,1,24A,,1,1,
01250425-LW,20250323,20250323-LW-1332,LW - Union Station,,1,03A,OAUN,1,1,
01250425-BR,20250323,20250323-BR-6314,BR - Union Station,,1,62A,AUUN,1,1,
01250425-LE,20250323,20250323-LE-9316,LE - Durham College Oshawa GO,,0,20A,,1,1,
01250425-LW,20250323,20250323-LW-1131,LW - Oakville GO,,0,10P,UNOA,1,1,
01250425-LW,20250323,20250323-LW-1024,LW - Union Station,,1,16A,ALUN,1,1,
01250425-BR,20250323,20250323-BR-6323,BR - Aurora GO,,0,68P,UNAU,1,1,
01250425-LW,20250323,20250323-LW-1010,LW - Union Station,,1,16A,ALUN,1,1,
01250425-LW,20250323,20250323-LW-1722,LW - Union Station,,1,12A,WRUN,1,1,
01250425-LE,20250323,20250323-LE-9019,LE - Pickering GO,,1,24A,,1,1,
01250425-LW,20250323,20250323-LW-1977,LW - Niagara Falls GO,,0,05P,UNNI,1,1,
01250425-LE,20250323,20250323-LE-9122,LE - Durham College Oshawa GO,,0,24A,,1,1,
01250425-LW,20250323,20250323-LW-1327,LW - Oakville GO,,0,14A,UNOA,1,1,
01250425-LW,20250323,20250323-LW-1716,LW - Union Station,,1,16A,WRUN,1,1,
01250425-GT,20250323,20250323-GT-3408,KI - Union Station,,1,51A,MOUN,1,1,
01250425-LE,20250323,20250323-LE-9013,LE - Pickering GO,,1,24A,,1,1,
01250425-LE,20250323,20250323-LE-9124,LE - Durham College Oshawa GO,,0,21A,,1,1,
01250425-GT,20250323,20250323-GT-3525,KI - Mount Pleasant GO,,0,51P,UNMO,1,1,
01250425-LE,20250323,20250323-LE-9035,LE - Pickering GO,,1,20A,,1,1,
01250425-LE,20250323,20250323-LE-9338,LE - Durham College Oshawa GO,,0,21A,,1,1,
01250425-LE,20250323,20250323-LE-9110,LE - Durham College Oshawa GO,,0,24A,,1,1,
01250425-LW,20250323,20250323-LW-1136,LW - Union Station,,1,04A,OAUN,1,1,
01250425-GT,20250323,20250323-GT-3436,KI - Union Station,,1,51P,MOUN,1,1,
01250425-LW,20250323,20250323-LW-1322,LW - Union Station,,1,09A,OAUN,1,1,
01250425-BR,20250323,20250323-BR-6324,BR - Union Station,,1,08A,AUUN,1,1,
01250425-GT,20250323,20250323-GT-3410,KI - Union Station,,1,52A,MOUN,1,1,
01250425-BR,20250323,20250323-BR-6330,BR - Union Station,,1,08A,AUUN,1,1,
01250425-LW,20250323,20250323-LW-1038,LW - Union Station,,1,14A,ALUN,1,1,
01250425-BR,20250323,20250323-BR-6336,BR - Union Station,,1,08A,AUUN,1,1,
01250425-LW,20250323,20250323-LW-1032,LW - Union Station,,1,11P,ALUN,1,1,
01250425-LW,20250323,20250323-LW-1734,LW - Union Station,,1,16A,WRUN,1,1,
01250425-LE,20250323,20250323-LE-9138,LE - Durham College Oshawa GO,,0,20A,,1,1,
01250425-LE,20250323,20250323-LE-9025,LE - Pickering GO,,1,24A,,1,1,
01250425-LE,20250323,20250323-LE-9328,LE - Durham College Oshawa GO,,0,20A,,1,1,
01250425-LE,20250323,20250323-LE-9011,LE - Pickering GO,,1,20A,,1,1,
01250425-LW,20250323,20250323-LW-1126,LW - Union Station,,1,11P,OAUN,1,1,
01250425-LE,20250323,20250323-LE-9219,LE - Pickering GO,,1,20A,,1,1,
01250425-LW,20250323,20250323-LW-1037,LW - Aldershot GO,,0,04A,UNAL,1,1,
01250425-GT,20250323,20250323-GT-3426,KI - Union Station,,1,52P,MOUN,1,1,
01250425-GT,20250323,20250323-GT-3515,KI - Mount Pleasant GO,,0,09A,UNMO,1,1,
01250425-BR,20250323,20250323-BR-6318,BR - Union Station,,1,08A,AUUN,1,1,
01250425-LW,20250323,20250323-LW-1134,LW - Union Station,,1,09A,OAUN,1,1,
01250425-LE,20250323,20250323-LE-9330,LE - Durham College Oshawa GO,,0,24A,,1,1,
01250425-LW,20250323,20250323-LW-1715,LW - West Harbour GO,,0,03A,UNWR,1,1,
01250425-LW,20250323,20250323-LW-1028,LW - Union Station,,1,03A,ALUN,1,1,
01250425-LW,20250323,20250323-LW-1733,LW - West Harbour GO,,0,03A,UNWR,1,1,
01250425-LE,20250323,20250323-LE-9235,LE - Pickering GO,,1,21A,,1,1,
01250425-LE,20250323,20250323-LE-9336,LE - Durham College Oshawa GO,,0,24A,,1,1,
01250425-BR,20250323,20250323-BR-6927,BR - Allandale Waterfront GO,,0,68P,UNAD,1,1,
01250425-LW,20250323,20250323-LW-1022,LW - Union Station,,1,01A,ALUN,1,1,
01250425-BR,20250323,20250323-BR-6909,BR - Allandale Waterfront GO,,0,06A,UNAD,1,1,
01250425-BR,20250323,20250323-BR-6933,BR - Allandale Waterfront GO,,0,62A,UNAD,1,1,
01250425-LW,20250323,20250323-LW-1030,LW - Union Station,,1,10P,ALUN,1,1,
01250425-LW,20250323,20250323-LW-1724,LW - Union Station,,1,13A,WRUN,1,1,
01250425-LE,20250323,20250323-LE-9128,LE - Durham College Oshawa GO,,0,24A,,1,1,
01250425-LW,20250323,20250323-LW-1718,LW - Union Station,,1,02A,WRUN,1,1,
01250425-LE,20250323,20250323-LE-9039,LE - Pickering GO,,1,21A,,1,1,
01250425-LW,20250323,20250323-LW-1736,LW - Union Station,,1,02A,WRUN,1,1,
01250425-LW,20250323,20250323-LW-1333,LW - Oakville GO,,0,01A,UNOA,1,1,
01250425-LE,20250323,20250323-LE-9209,LE - Pickering GO,,1,24A,,1,1,
01250425-LW,20250323,20250323-LW-1027,LW - Aldershot GO,,0,11P,UNAL,1,1,
01250425-BR,20250323,20250323-BR-6922,BR - Union Station,,1,61A,ADUN,1,1,
01250425-LE,20250323,20250323-LE-9033,LE - Pickering GO,,1,21A,,1,1,
01250425-LW,20250323,20250323-LW-1041,LW - Aldershot GO,,0,03A,UNAL,1,1,
01250425-LW,20250323,20250323-LW-1124,LW - Union Station,,1,10P,OAUN,1,1,
01250425-LE,20250323,20250323-LE-9130,LE - Durham College Oshawa GO,,0,21A,,1,1,
01250425-GT,20250323,20250323-GT-3539,KI - Mount Pleasant GO,,0,52P,UNMO,1,1,
01250425-LE,20250323,20250323-LE-9320,LE - Durham College Oshawa GO,,0,21A,,1,1,
01250425-LW,20250323,20250323-LW-1723,LW - West Harbour GO,,0,09A,UNWR,1,1,
01250425-LW,20250323,20250323-LW-1717,LW - West Harbour GO,,0,12A,UNWR,1,1,
01250425-LE,20250323,20250323-LE-9225,LE - Pickering GO,,1,20A,,1,1,
01250425-LW,20250323,20250323-LW-1015,LW - Aldershot GO,,0,14A,UNAL,1,1,
01250425-GT,20250323,20250323-GT-3416,KI - Union Station,,1,04A,MOUN,1,1,
01250425-GT,20250323,20250323-GT-3533,KI - Mount Pleasant GO,,0,51P,UNMO,1,1,
01250425-LE,20250323,20250323-LE-9211,LE - Pickering GO,,1,21A,,1,1,
01250425-LE,20250323,20250323-LE-9326,LE - Durham College Oshawa GO,,0,21A,,1,1,
01250425-LE,20250323,20250323-LE-9312,LE - Durham College Oshawa GO,,0,24A,,1,1,
01250425-LW,20250323,20250323-LW-1020,LW - Union Station,,1,14A,ALUN,1,1,
01250425-LE,20250323,20250323-LE-9217,LE - Pickering GO,,1,21A,,1,1,
01250425-LW,20250323,20250323-LW-1334,LW - Union Station,,1,10P,OAUN,1,1,
01250425-LW,20250323,20250323-LW-1708,LW - Union Station,,1,12A,WRUN,1,1,
01250425-LE,20250323,20250323-LE-9029,LE - Pickering GO,,1,20A,,1,1,
01250425-LW,20250323,20250323-LW-1726,LW - Union Station,,1,14A,WRUN,1,1,
01250425-LW,20250323,20250323-LW-1137,LW - Oakville GO,,0,13A,UNOA,1,1,
01250425-LW,20250323,20250323-LW-1323,LW - Oakville GO,,0,12A,UNOA,1,1,
01250425-BR,20250323,20250323-BR-6325,BR - Aurora GO,,0,08A,UNAU,1,1,
01250425-LW,20250323,20250323-LW-1016,LW - Union Station,,1,12A,ALUN,1,1,
01250425-BR,20250323,20250323-BR-6331,BR - Aurora GO,,0,08A,UNAU,1,1,
01250425-LE,20250323,20250323-LE-9023,LE - Pickering GO,,1,20A,,1,1,
01250425-LE,20250323,20250323-LE-9120,LE - Durham College Oshawa GO,,0,20A,,1,1,
01250425-GT,20250323,20250323-GT-3529,KI - Mount Pleasant GO,,0,51P,UNMO,1,1,
01250425-LW,20250323,20250323-LW-1138,LW - Union Station,,1,01A,OAUN,1,1,
01250425-LW,20250323,20250323-LW-1710,LW - Union Station,,1,13A,WRUN,1,1,
01250425-LE,20250323,20250323-LE-9031,LE - Pickering GO,,1,24A,,1,1,
01250425-LE,20250323,20250323-LE-9239,LE - Pickering GO,,1,24A,,1,1,
01250425-GT,20250323,20250323-GT-3523,KI - Mount Pleasant GO,,0,52P,UNMO,1,1,
01250425-LW,20250323,20250323-LW-1132,LW - Union Station,,1,14A,OAUN,1,1,
01250425-LE,20250323,20250323-LE-9116,LE - Durham College Oshawa GO,,0,24A,,1,1,
01250425-BR,20250323,20250323-BR-6320,BR - Union Station,,1,62A,AUUN,1,1,
01250425-LW,20250323,20250323-LW-1735,LW - West Harbour GO,,0,10P,UNWR,1,1,
01250425-LW,20250323,20250323-LW-1970,LW - Union Station,,1,05A,NIUN,1,1,
01250425-GT,20250323,20250323-GT-3434,KI - Union Station,,1,52P,MOUN,1,1,
01250425-LW,20250323,20250323-LW-1324,LW - Union Station,,1,04A,OAUN,1,1,
01250425-BR,20250323,20250323-BR-6326,BR - Union Station,,1,68P,AUUN,1,1,
01250425-BR,20250323,20250323-BR-6332,BR - Union Station,,1,62A,AUUN,1,1,
01250425-LW,20250323,20250323-LW-1127,LW - Oakville GO,,0,02A,UNOA,1,1,
01250425-BR,20250323,20250323-BR-6319,BR - Aurora GO,,0,08A,UNAU,1,1,
01250425-LW,20250323,20250323-LW-1135,LW - Oakville GO,,0,12A,UNOA,1,1,
01250425-LW,20250323,20250323-LW-1738,LW - Union Station,,1,03A,WRUN,1,1,
01250425-BR,20250323,20250323-BR-6915,BR - Allandale Waterfront GO,,0,61A,UNAD,1,1,
01250425-LW,20250323,20250323-LW-1128,LW - Union Station,,1,12A,OAUN,1,1,
01250425-LE,20250323,20250323-LE-9021,LE - Pickering GO,,1,21A,,1,1,
01250425-LE,20250323,20250323-LE-9229,LE - Pickering GO,,1,21A,,1,1,
01250425-LW,20250323,20250323-LW-1019,LW - Aldershot GO,,0,16A,UNAL,1,1,
01250425-GT,20250323,20250323-GT-3519,KI - Mount Pleasant GO,,0,68P,UNMO,1,1,
01250425-LE,20250323,20250323-LE-9017,LE - Pickering GO,,1,20A,,1,1,
01250425-LW,20250323,20250323-LW-1725,LW - West Harbour GO,,0,04A,UNWR,1,1,
01250425-LW,20250323,20250323-LW-1719,LW - West Harbour GO,,0,13A,UNWR,1,1,
01250425-LW,20250323,20250323-LW-1013,LW - Aldershot GO,,0,13A,UNAL,1,1,
01250425-LW,20250323,20250323-LW-1737,LW - West Harbour GO,,0,11P,UNWR,1,1,
01250425-LW,20250323,20250323-LW-1035,LW - Aldershot GO,,0,09A,UNAL,1,1,
01250425-BR,20250323,20250323-BR-6910,BR - Union Station,,1,62A,ADUN,1,1,
01250425-GT,20250323,20250323-GT-3424,KI - Union Station,,1,51P,MOUN,1,1,
01250425-LW,20250323,20250323-LW-1338,LW - Union Station,,1,12A,OAUN,1,1,
01250425-GT,20250323,20250323-GT-3513,KI - Mount Pleasant GO,,0,04A,UNMO,1,1,
01250425-LE,20250323,20250323-LE-9231,LE - Pickering GO,,1,20A,,1,1,
01250425-LE,20250323,20250323-LE-9332,LE - Durham College Oshawa GO,,0,21A,,1,1,
01250425-BR,20250323,20250323-BR-6329,BR - Aurora GO,,0,62A,UNAU,1,1,
01250425-LW,20250323,20250323-LW-1125,LW - Oakville GO,,0,16A,UNOA,1,1,
01250425-LE,20250323,20250323-LE-9237,LE - Pickering GO,,1,20A,,1,1,
01250425-LW,20250323,20250323-LW-1978,LW - Union Station,,1,06A,NIUN,1,1,
01250425-LW,20250323,20250323-LW-1728,LW - Union Station,,1,09A,WRUN,1,1,
01250425-LW,20250323,20250323-LW-1036,LW - Union Station,,1,13A,ALUN,1,1,
01250425-BR,20250323,20250323-BR-6311,BR - Aurora GO,,0,62A,UNAU,1,1,
01250425-GT,20250323,20250323-GT-3509,KI - Mount Pleasant GO,,0,51A,UNMO,1,1,
01250425-LW,20250323,20250323-LW-1730,LW - Union Station,,1,04A,WRUN,1,1,
01250425-LW,20250323,20250323-LW-1335,LW - Oakville GO,,0,16A,UNOA,1,1,
01250425-BR,20250323,20250323-BR-6317,BR - Aurora GO,,0,62A,UNAU,1,1,
01250425-LW,20250323,20250323-LW-1709,LW - West Harbour GO,,0,01A,UNWR,1,1,
01250425-LW,20250323,20250323-LW-1727,LW - West Harbour GO,,0,01A,UNWR,1,1,
01250425-LW,20250323,20250323-LW-1025,LW - Aldershot GO,,0,10P,UNAL,1,1,
