route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,route_variant
01250425-21,20250320,20250320-21-21393,21E - Lisgar GO,,1,strvl017,375036,1,1,21E
01250425-21,20250320,20250320-21-21334,21A - Union Station,,0,strvl017,375028,1,1,21A
01250425-27,20250320,20250320-27-27231,27A - Milton GO,,1,strvl017,375050,1,1,27A
01250425-27,20250320,20250320-27-27160,27A - Finch Terminal,,0,strvl017,375052,1,1,27A
01250425-21,20250320,20250320-21-21381,21C - Square One,,1,strvl016,375026,1,1,21C
01250425-21,20250320,20250320-21-21294,21A - Union Station,,0,strvl016,375028,1,1,21A
01250425-27,20250320,20250320-27-27201,27A - Milton GO,,1,strvl016,375050,1,1,27A
01250425-19,20250320,20250320-19-19110,19 - Finch Terminal,,0,strvl016,375024,1,1,19
01250425-21,20250320,20250320-21-21374,21A - Union Station,,0,strvl015,375028,1,1,21A
01250425-21,20250320,20250320-21-21231,21 - Milton GO,,1,strvl015,375035,1,1,21
01250425-41,20250320,20250320-41-41024,41C - Centennial College,,0,strvl015,375112,1,1,41C
01250425-27,20250320,20250320-27-27161,27B - Meadowvale GO,,1,strvl014,375049,1,1,27B
01250425-27,20250320,20250320-27-27080,27B - Finch Terminal,,0,strvl014,375051,1,1,27B
01250425-36,20250320,20250320-36-36391,36B - Bramalea Term,,1,strvl013,375096,1,1,36B
01250425-41,20250320,20250320-41-41214,41C - Centennial College,,0,strvl013,375112,1,1,41C
01250425-32,20250320,20250320-32-32070,32 - York Mills Term,,0,strvl009,375079,1,1,32
01250425-21,20250320,20250320-21-21310,21C - Union Station,,0,strvl008,375025,1,1,21C
01250425-19,20250320,20250320-19-19211,19 - Square One,,1,strvl008,375023,1,1,19
01250425-19,20250320,20250320-19-19130,19 - Finch Terminal,,0,strvl008,375024,1,1,19
01250425-12,20250320,20250320-12-12402,12B - Burlington GO,,0,strvl007,374991,1,1,12B
01250425-12,20250320,20250320-12-12283,12B - Niagara Falls,,1,strvl007,374990,1,1,12B
01250425-40,20250320,20250320-40-40121,40 - Hamilton GO,,1,strvl007,375104,1,1,40
01250425-31,20250320,20250320-31-31040,31L - Union Station,,0,strvl007,375070,1,1,31L
01250425-27,20250320,20250320-27-27331,27B - Meadowvale GO,,1,strvl006,375049,1,1,27B
01250425-27,20250320,20250320-27-27240,27A - Finch Terminal,,0,strvl006,375052,1,1,27A
01250425-27,20250320,20250320-27-27101,27A - Milton GO,,1,strvl006,375050,1,1,27A
01250425-19,20250320,20250320-19-19040,19 - Finch Terminal,,0,strvl006,375024,1,1,19
01250425-19,20250320,20250320-19-19330,19 - Finch Terminal,,0,strvl005,375024,1,1,19
01250425-19,20250320,20250320-19-19271,19 - Square One,,1,strvl005,375023,1,1,19
01250425-19,20250320,20250320-19-19210,19 - Finch Terminal,,0,strvl005,375024,1,1,19
01250425-19,20250320,20250320-19-19101,19 - Square One,,1,strvl005,375023,1,1,19
01250425-92,20250320,20250320-92-92670,92 - Yorkdale Term,,1,steep037,375689,1,1,92
01250425-92,20250320,20250320-92-92521,92 - DC Oshawa GO,,0,steep037,375688,1,1,92
01250425-61,20250320,20250320-61-61841,61 - Bloomington GO,,0,steep036,375134,1,1,61
01250425-48,20250320,20250320-48-48760,48 - Hwy. 407 Bus Term,,0,steep036,375121,1,1,48
01250425-33,20250320,20250320-33-33571,33 - U of Guelph,,1,steep036,375088,1,1,33
01250425-47,20250320,20250320-47-47846,47D - Hwy. 407 Bus Term,,0,steep035,375118,1,1,47D
01250425-19,20250320,20250320-19-19661,19 - Square One,,1,steep035,375023,1,1,19
01250425-19,20250320,20250320-19-19580,19 - Finch Terminal,,0,steep035,375024,1,1,19
01250425-19,20250320,20250320-19-19501,19 - Square One,,1,steep035,375023,1,1,19
01250425-47,20250320,20250320-47-47880,47 - Hwy. 407 Bus Term,,0,steep034,375116,1,1,47
01250425-21,20250320,20250320-21-21761,21C - Square One,,1,steep034,375026,1,1,21C
01250425-71,20250320,20250320-71-71710,71C - Union Station,,1,steep034,375158,1,1,71C
01250425-67,20250320,20250320-67-67481,67 - Woodbine/404,,0,steep034,375145,1,1,67
01250425-19,20250320,20250320-19-19650,19 - Finch Terminal,,0,steep033,375024,1,1,19
01250425-94,20250320,20250320-94-94500,94 - Square One,,1,steep033,375692,1,1,94
01250425-41,20250320,20250320-41-41713,41A - Square One,,1,steep032,375105,1,1,41A
01250425-27,20250320,20250320-27-27780,27B - Finch Terminal,,0,steep027,375051,1,1,27B
01250425-27,20250320,20250320-27-27671,27A - Milton GO,,1,steep027,375050,1,1,27A
01250425-19,20250320,20250320-19-19600,19 - Finch Terminal,,0,steep027,375024,1,1,19
01250425-21,20250320,20250320-21-21491,21C - Square One,,1,steep027,375026,1,1,21C
01250425-21,20250320,20250320-21-21440,21C - Union Station,,0,steep027,375025,1,1,21C
01250425-54,20250320,20250320-54-54660,54 - Hwy. 407 Bus Term,,1,steep026,375126,1,1,54
01250425-21,20250320,20250320-21-21442,21E - Union Station,,0,steep026,375037,1,1,21E
01250425-19,20250320,20250320-19-19670,19 - Finch Terminal,,0,steep025,375024,1,1,19
01250425-19,20250320,20250320-19-19561,19 - Square One,,1,steep025,375023,1,1,19
01250425-19,20250320,20250320-19-19460,19 - Finch Terminal,,0,steep025,375024,1,1,19
01250425-21,20250320,20250320-21-21421,21C - Square One,,1,steep025,375026,1,1,21C
01250425-96,20250320,20250320-96-96620,96B - Finch Terminal,,1,steep024,375695,1,1,96B
01250425-96,20250320,20250320-96-96491,96B - DC Oshawa GO,,0,steep024,375694,1,1,96B
01250425-96,20250320,20250320-96-96420,96B - Finch Terminal,,1,steep024,375695,1,1,96B
01250425-96,20250320,20250320-96-96361,96B - DC Oshawa GO,,0,steep024,375694,1,1,96B
01250425-54,20250320,20250320-54-54701,54 - Mount Joy GO,,0,steep023,375125,1,1,54
01250425-19,20250320,20250320-19-19311,19 - Square One,,1,steep018,375023,1,1,19
01250425-41,20250320,20250320-41-41072,41A - Pickering GO,,0,steep018,375111,1,1,41A
01250425-19,20250320,20250320-19-19290,19 - Finch Terminal,,0,steep017,375024,1,1,19
01250425-19,20250320,20250320-19-19231,19 - Square One,,1,steep017,375023,1,1,19
01250425-19,20250320,20250320-19-19140,19 - Finch Terminal,,0,steep017,375024,1,1,19
01250425-96,20250320,20250320-96-96380,96B - Finch Terminal,,1,steep016,375695,1,1,96B
01250425-56,20250320,20250320-56-56221,56 - DC Oshawa GO,,0,steep016,375131,1,1,56
01250425-56,20250320,20250320-56-56044,56B - Oakville GO,,1,steep016,375129,1,1,56B
01250425-61,20250320,20250320-61-61261,61 - Bloomington GO,,0,steep015,375134,1,1,61
01250425-41,20250320,20250320-41-41056,41D - Centennial College,,0,steep015,375113,1,1,41D
01250425-41,20250320,20250320-41-41262,41A - Pickering GO,,0,steep014,375111,1,1,41A
01250425-41,20250320,20250320-41-41074,41C - Centennial College,,0,steep014,375112,1,1,41C
01250425-33,20250320,20250320-33-33402,33B - York Mills Term,,0,steep013,375090,1,1,33B
01250425-33,20250320,20250320-33-33400,33F - Mount Pleasant GO,,0,steep013,375086,1,1,33F
01250425-31,20250320,20250320-31-31201,31B - U of Guelph,,1,steep013,375067,1,1,31B
01250425-33,20250320,20250320-33-33151,33A - Brampton Term,,1,steep013,375092,1,1,33A
01250425-94,20250320,20250320-94-94330,94 - Square One,,1,steep007,375692,1,1,94
01250425-96,20250320,20250320-96-96191,96B - DC Oshawa GO,,0,steep007,375694,1,1,96B
01250425-67,20250320,20250320-67-67170,67 - Finch Terminal,,1,steep007,375144,1,1,67
01250425-41,20250320,20250320-41-41254,41C - Centennial College,,0,steep006,375112,1,1,41C
01250425-32,20250320,20250320-32-32172,32B - York Mills Term,,0,steep006,375080,1,1,32B
01250425-38,20250320,20250320-38-38220,38 - Malton GO,,1,steep006,375102,1,1,38
01250425-96,20250320,20250320-96-96220,96B - Finch Terminal,,1,steep005,375695,1,1,96B
01250425-96,20250320,20250320-96-96131,96B - DC Oshawa GO,,0,steep005,375694,1,1,96B
01250425-96,20250320,20250320-96-96050,96B - Finch Terminal,,1,steep005,375695,1,1,96B
01250425-92,20250320,20250320-92-92152,92A - Yorkdale Term,,1,steep004,375690,1,1,92A
01250425-94,20250320,20250320-94-94051,94 - Pickering GO,,0,steep004,375693,1,1,94
01250425-19,20250320,20250320-19-19370,19 - Finch Terminal,,0,steep003,375024,1,1,19
01250425-36,20250320,20250320-36-36280,36B - York Mills Term,,0,steep003,375095,1,1,36B
01250425-96,20250320,20250320-96-96110,96B - Finch Terminal,,1,steep003,375695,1,1,96B
01250425-92,20250320,20250320-92-92021,92 - DC Oshawa GO,,0,steep003,375688,1,1,92
01250425-41,20250320,20250320-41-41036,41D - Centennial College,,0,steep002,375113,1,1,41D
01250425-56,20250320,20250320-56-56525,56C - Unionville GO,,0,oshaw012,375130,1,1,56C
01250425-56,20250320,20250320-56-56350,56 - Oakville GO,,1,oshaw012,375128,1,1,56
01250425-56,20250320,20250320-56-56371,56 - DC Oshawa GO,,0,oshaw011,375131,1,1,56
01250425-56,20250320,20250320-56-56220,56 - Oakville GO,,1,oshaw011,375128,1,1,56
01250425-56,20250320,20250320-56-56331,56 - DC Oshawa GO,,0,oshaw010,375131,1,1,56
01250425-56,20250320,20250320-56-56150,56 - Oakville GO,,1,oshaw010,375128,1,1,56
01250425-56,20250320,20250320-56-56311,56 - DC Oshawa GO,,0,oshaw009,375131,1,1,56
01250425-56,20250320,20250320-56-56120,56 - Oakville GO,,1,oshaw009,375128,1,1,56
01250425-88,20250320,20250320-88-88171,88B - DC Oshawa GO,,1,oshaw008,375683,1,1,88B
01250425-88,20250320,20250320-88-88070,88 - Trent U,,0,oshaw008,375678,1,1,88
01250425-92,20250320,20250320-92-92121,92 - DC Oshawa GO,,0,oshaw007,375688,1,1,92
01250425-92,20250320,20250320-92-92052,92A - Yorkdale Term,,1,oshaw007,375690,1,1,92A
01250425-41,20250320,20250320-41-41106,41D - Centennial College,,0,oshaw006,375113,1,1,41D
01250425-92,20250320,20250320-92-92050,92 - Yorkdale Term,,1,oshaw006,375689,1,1,92
01250425-41,20250320,20250320-41-41082,41A - Pickering GO,,0,oshaw005,375111,1,1,41A
01250425-94,20250320,20250320-94-94040,94 - Square One,,1,oshaw005,375692,1,1,94
01250425-41,20250320,20250320-41-41700,41 - Pickering GO,,0,MDDS9131,375108,1,1,41
01250425-41,20250320,20250320-41-41431,41 - Hamilton GO,,1,MDDS9131,375110,1,1,41
01250425-56,20250320,20250320-56-56601,56 - DC Oshawa GO,,0,MDDS9130,375131,1,1,56
01250425-56,20250320,20250320-56-56420,56 - Oakville GO,,1,MDDS9130,375128,1,1,56
01250425-41,20250320,20250320-41-41650,41 - Pickering GO,,0,MDDS9129,375108,1,1,41
01250425-41,20250320,20250320-41-41411,41 - Hamilton GO,,1,MDDS9129,375110,1,1,41
01250425-56,20250320,20250320-56-56571,56 - DC Oshawa GO,,0,MDDS9128,375131,1,1,56
01250425-56,20250320,20250320-56-56390,56 - Oakville GO,,1,MDDS9128,375128,1,1,56
01250425-41,20250320,20250320-41-41620,41 - Pickering GO,,0,MDDS9127,375108,1,1,41
01250425-41,20250320,20250320-41-41391,41 - Hamilton GO,,1,MDDS9127,375110,1,1,41
01250425-41,20250320,20250320-41-41590,41 - Pickering GO,,0,MDDS9126,375108,1,1,41
01250425-41,20250320,20250320-41-41361,41 - Hamilton GO,,1,MDDS9126,375110,1,1,41
01250425-41,20250320,20250320-41-41560,41 - Pickering GO,,0,MDDS9125,375108,1,1,41
01250425-41,20250320,20250320-41-41341,41 - Hamilton GO,,1,MDDS9125,375110,1,1,41
01250425-56,20250320,20250320-56-56481,56 - DC Oshawa GO,,0,MDDS9124,375131,1,1,56
01250425-56,20250320,20250320-56-56340,56 - Oakville GO,,1,MDDS9124,375128,1,1,56
01250425-41,20250320,20250320-41-41091,41 - Hamilton GO,,1,MDDS9108,375110,1,1,41
01250425-56,20250320,20250320-56-56251,56 - DC Oshawa GO,,0,MDDS9107,375131,1,1,56
01250425-56,20250320,20250320-56-56050,56 - Oakville GO,,1,MDDS9107,375128,1,1,56
01250425-41,20250320,20250320-41-41270,41 - Pickering GO,,0,MDDS9106,375108,1,1,41
01250425-41,20250320,20250320-41-41041,41 - Hamilton GO,,1,MDDS9106,375110,1,1,41
01250425-41,20250320,20250320-41-41042,41A - Pickering GO,,0,MDDS9105,375111,1,1,41A
01250425-92,20250320,20250320-92-92030,92 - Yorkdale Term,,1,MDDS9105,375689,1,1,92
01250425-41,20250320,20250320-41-41032,41A - Pickering GO,,0,MDDS9104,375111,1,1,41A
01250425-94,20250320,20250320-94-94020,94 - Square One,,1,MDDS9104,375692,1,1,94
01250425-56,20250320,20250320-56-56071,56A - DC Oshawa GO,,0,MDDS9103,375132,1,1,56A
01250425-92,20250320,20250320-92-92010,92 - Yorkdale Term,,1,MDDS9103,375689,1,1,92
01250425-56,20250320,20250320-56-56131,56 - DC Oshawa GO,,0,MDDS9102,375131,1,1,56
01250425-90,20250320,20250320-90-90001,90B - Union Station,,1,MDDS9102,375685,1,1,90B
01250425-56,20250320,20250320-56-56171,56 - DC Oshawa GO,,0,MDDS9101,375131,1,1,56
01250425-56,20250320,20250320-56-56000,56 - Oakville GO,,1,MDDS9101,375128,1,1,56
01250425-68,20250320,20250320-68-68930,68B - East Gwillimbury GO,,1,MDDS6107,375150,1,1,68B
01250425-32,20250320,20250320-32-32561,32 - Trinity Common,,1,MDDS5145,375078,1,1,32
01250425-41,20250320,20250320-41-41672,41B - Centennial College,,0,MDDS5144,375109,1,1,41B
01250425-40,20250320,20250320-40-40531,40 - Hamilton GO,,1,MDDS5144,375104,1,1,40
01250425-92,20250320,20250320-92-92890,92 - Yorkdale Term,,1,MDDS5143,375689,1,1,92
01250425-92,20250320,20250320-92-92841,92 - DC Oshawa GO,,0,MDDS5143,375688,1,1,92
01250425-40,20250320,20250320-40-40670,40 - Richmond Hill Ctr,,0,MDDS5143,375103,1,1,40
01250425-40,20250320,20250320-40-40541,40 - Hamilton GO,,1,MDDS5143,375104,1,1,40
01250425-65,20250320,20250320-65-65881,65E - East Gwillimbury GO,,0,MDDS5142,375137,1,1,65E
01250425-33,20250320,20250320-33-33790,33H - Bramalea GO,,0,MDDS5142,375084,1,1,33H
01250425-33,20250320,20250320-33-33701,33E - Georgetown GO,,1,MDDS5142,375093,1,1,33E
01250425-32,20250320,20250320-32-32421,32 - Trinity Common,,1,MDDS5142,375078,1,1,32
01250425-54,20250320,20250320-54-54820,54 - Hwy. 407 Bus Term,,1,MDDS5141,375126,1,1,54
01250425-54,20250320,20250320-54-54781,54 - Mount Joy GO,,0,MDDS5141,375125,1,1,54
01250425-25,20250320,20250320-25-25630,25 - Square One,,0,MDDS5141,375041,1,1,25
01250425-25,20250320,20250320-25-25513,25C - U of Waterloo,,1,MDDS5141,375043,1,1,25C
01250425-94,20250320,20250320-94-94861,94 - Pickering GO,,0,MDDS5140,375693,1,1,94
01250425-40,20250320,20250320-40-40711,40 - Hamilton GO,,1,MDDS5134,375104,1,1,40
01250425-40,20250320,20250320-40-40590,40 - Richmond Hill Ctr,,0,MDDS5134,375103,1,1,40
01250425-40,20250320,20250320-40-40451,40 - Hamilton GO,,1,MDDS5134,375104,1,1,40
01250425-92,20250320,20250320-92-92760,92 - Yorkdale Term,,1,MDDS5133,375689,1,1,92
01250425-96,20250320,20250320-96-96701,96B - DC Oshawa GO,,0,MDDS5133,375694,1,1,96B
01250425-40,20250320,20250320-40-40570,40 - Richmond Hill Ctr,,0,MDDS5133,375103,1,1,40
01250425-40,20250320,20250320-40-40421,40 - Hamilton GO,,1,MDDS5133,375104,1,1,40
01250425-33,20250320,20250320-33-33742,33B - York Mills Term,,0,MDDS5132,375090,1,1,33B
01250425-33,20250320,20250320-33-33740,33F - Mount Pleasant GO,,0,MDDS5132,375086,1,1,33F
01250425-48,20250320,20250320-48-48531,48 - U of Guelph,,1,MDDS5132,375120,1,1,48
01250425-27,20250320,20250320-27-27411,27B - Meadowvale GO,,1,MDDS5132,375049,1,1,27B
01250425-56,20250320,20250320-56-56650,56 - Oakville GO,,1,MDDS5131,375128,1,1,56
01250425-56,20250320,20250320-56-56431,56 - DC Oshawa GO,,0,MDDS5131,375131,1,1,56
01250425-56,20250320,20250320-56-56680,56 - Oakville GO,,1,MDDS5130,375128,1,1,56
01250425-96,20250320,20250320-96-96541,96B - DC Oshawa GO,,0,MDDS5130,375694,1,1,96B
01250425-36,20250320,20250320-36-36420,36B - York Mills Term,,0,MDDS5130,375095,1,1,36B
01250425-31,20250320,20250320-31-31131,31B - U of Guelph,,1,MDDS5119,375067,1,1,31B
01250425-47,20250320,20250320-47-47235,47G - McMaster U,,1,MDDS5118,375114,1,1,47G
01250425-47,20250320,20250320-47-47133,47D - McMaster U,,1,MDDS5118,375117,1,1,47D
01250425-54,20250320,20250320-54-54130,54 - Hwy. 407 Bus Term,,1,MDDS5118,375126,1,1,54
01250425-61,20250320,20250320-61-61280,61 - Union Station,,1,MDDS5117,375135,1,1,61
01250425-32,20250320,20250320-32-32152,32B - York Mills Term,,0,MDDS5117,375080,1,1,32B
01250425-40,20250320,20250320-40-40370,40 - Richmond Hill Ctr,,0,MDDS5116,375103,1,1,40
01250425-47,20250320,20250320-47-47185,47G - McMaster U,,1,MDDS5116,375114,1,1,47G
01250425-18,20250320,20250320-18-18340,18 - Aldershot GO,,0,MDDS5116,375001,1,1,18
01250425-47,20250320,20250320-47-47053,47D - McMaster U,,1,MDDS5116,375117,1,1,47D
01250425-92,20250320,20250320-92-92370,92 - Yorkdale Term,,1,MDDS5115,375689,1,1,92
01250425-56,20250320,20250320-56-56201,56 - DC Oshawa GO,,0,MDDS5115,375131,1,1,56
01250425-56,20250320,20250320-56-56024,56B - Oakville GO,,1,MDDS5115,375129,1,1,56B
01250425-70,20250320,20250320-70-70380,70D - Mount Joy GO,,1,MDDS5114,375152,1,1,70D
01250425-70,20250320,20250320-70-70331,70D - Uxbridge,,0,MDDS5114,375154,1,1,70D
01250425-41,20250320,20250320-41-41194,41C - Centennial College,,0,MDDS5114,375112,1,1,41C
01250425-47,20250320,20250320-47-47041,47 - Hamilton GO,,1,MDDS5110,375119,1,1,47
01250425-40,20250320,20250320-40-40180,40 - Richmond Hill Ctr,,0,MDDS5109,375103,1,1,40
01250425-40,20250320,20250320-40-40051,40 - Hamilton GO,,1,MDDS5109,375104,1,1,40
01250425-40,20250320,20250320-40-40340,40 - Richmond Hill Ctr,,0,MDDS5108,375103,1,1,40
01250425-47,20250320,20250320-47-47191,47 - Hamilton GO,,1,MDDS5108,375119,1,1,47
01250425-52,20250320,20250320-52-52150,52A - Hwy. 407 Bus Term,,1,MDDS5108,375124,1,1,52A
01250425-90,20250320,20250320-90-90052,90B - DC Oshawa GO,,0,MDDS5108,375684,1,1,90B
01250425-41,20250320,20250320-41-41210,41 - Pickering GO,,0,MDDS5107,375108,1,1,41
01250425-18,20250320,20250320-18-18051,18C - Hamilton GO,,1,MDDS5107,375000,1,1,18C
01250425-41,20250320,20250320-41-41230,41 - Pickering GO,,0,MDDS5106,375108,1,1,41
01250425-16,20250320,20250320-16-16101,16 - Hamilton GO,,1,MDDS5106,374996,1,1,16
01250425-65,20250320,20250320-65-65062,65A - Union Station,,1,MDDS5106,375141,1,1,65A
01250425-21,20250320,20250320-21-21290,21C - Union Station,,0,MDDS5105,375025,1,1,21C
01250425-40,20250320,20250320-40-40150,40 - Richmond Hill Ctr,,0,MDDS5105,375103,1,1,40
01250425-47,20250320,20250320-47-47021,47 - Hamilton GO,,1,MDDS5105,375119,1,1,47
01250425-40,20250320,20250320-40-40330,40 - Richmond Hill Ctr,,0,MDDS5104,375103,1,1,40
01250425-36,20250320,20250320-36-36640,36B - York Mills Term,,0,MDDS3227,375095,1,1,36B
01250425-32,20250320,20250320-32-32453,32B - Bramalea Term,,1,MDDS3227,375081,1,1,32B
01250425-33,20250320,20250320-33-33442,33B - York Mills Term,,0,MDDS3227,375090,1,1,33B
01250425-36,20250320,20250320-36-36771,36B - Bramalea Term,,1,MDDS3226,375096,1,1,36B
01250425-41,20250320,20250320-41-41642,41B - Centennial College,,0,MDDS3226,375109,1,1,41B
01250425-16,20250320,20250320-16-16461,16 - Hamilton GO,,1,MDDS3226,374996,1,1,16
01250425-33,20250320,20250320-33-33761,33E - Georgetown GO,,1,MDDS3225,375093,1,1,33E
01250425-33,20250320,20250320-33-33640,33A - York Mills Term,,0,MDDS3225,375091,1,1,33A
01250425-33,20250320,20250320-33-33561,33B - Mount Pleasant GO,,1,MDDS3225,375094,1,1,33B
01250425-32,20250320,20250320-32-32330,32 - York Mills Term,,0,MDDS3225,375079,1,1,32
01250425-33,20250320,20250320-33-33641,33E - Georgetown GO,,1,MDDS3223,375093,1,1,33E
01250425-32,20250320,20250320-32-32321,32 - Trinity Common,,1,MDDS3223,375078,1,1,32
01250425-32,20250320,20250320-32-32300,32 - York Mills Term,,0,MDDS3223,375079,1,1,32
01250425-33,20250320,20250320-33-33671,33E - Georgetown GO,,1,MDDS3221,375093,1,1,33E
01250425-32,20250320,20250320-32-32351,32 - Trinity Common,,1,MDDS3221,375078,1,1,32
01250425-36,20250320,20250320-36-36340,36B - York Mills Term,,0,MDDS3221,375095,1,1,36B
01250425-41,20250320,20250320-41-41423,41A - Square One,,1,MDDS3214,375105,1,1,41A
01250425-41,20250320,20250320-41-41242,41A - Pickering GO,,0,MDDS3214,375111,1,1,41A
01250425-32,20250320,20250320-32-32210,32 - York Mills Term,,0,MDDS3214,375079,1,1,32
01250425-29,20250320,20250320-29-29680,29A - Square One,,0,MDDS3213,375053,1,1,29A
01250425-33,20250320,20250320-33-33451,33 - U of Guelph,,1,MDDS3213,375088,1,1,33
01250425-32,20250320,20250320-32-32280,32 - York Mills Term,,0,MDDS3213,375079,1,1,32
01250425-32,20250320,20250320-32-32200,32 - York Mills Term,,0,MDDS3213,375079,1,1,32
01250425-32,20250320,20250320-32-32461,32 - Trinity Common,,1,MDDS3212,375078,1,1,32
01250425-41,20250320,20250320-41-41382,41B - Centennial College,,0,MDDS3212,375109,1,1,41B
01250425-40,20250320,20250320-40-40291,40 - Hamilton GO,,1,MDDS3212,375104,1,1,40
